N›;IES;PROGRAMA;MFD001A;MFD001B;MFD001C;MFD001D;MFD001E;MFD001F;MFD001G;MFD001H;MFD001I;MFD001J;MFD001K;MFD001L;MFD002A;MFD002B;MFD002C;MFD002D;MFD002E;MFD002F;MFD002G;MFD002H;MFD002I;MFD002J;MFD002K;MFD002L;MFD002M;MFD002N;MFD003A;MFD003B;MFD003C;MFD003D;MFD003E;MFD003F;MFD003G;MFD003H;MFD004A;MFD004B;MFD004C;MFD004D;MFD004E;MFD004F;MFD004G;MFD004H;MFD004I;MFD004J;MFD004K;MFD004L;MFD004M;MFD005A;MFD005B;MFD005C;MFD005D;MFD005E;MFD005F;MFD006
102;2;Normalista;5;5;6;6;6;4;5;5;5;1;5;5;5;4;2;3;2;2;6;3;3;3;5;5;6;6;2;3;2;2;1;5;4;1;2;2;2;2;2;2;2;2;2;2;2;4;4;3;3;3;3;3;3;2
103;2;Normalista;6;5;6;6;4;5;5;6;5;1;6;6;4;4;4;4;5;5;5;6;4;3;5;4;6;6;3;4;4;3;2;5;5;1;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;3
104;2;Normalista;3;4;5;5;5;5;5;5;6;1;6;6;4;5;5;4;5;4;6;5;4;5;6;5;5;5;3;3;3;3;3;4;4;4;3;4;3;3;3;3;3;3;3;2;3;4;4;5;4;4;5;5;5;3
105;2;Normalista;5;4;6;4;6;6;2;6;6;1;6;6;2;6;4;4;6;2;6;6;4;3;6;3;6;5;2;3;3;1;1;4;4;3;3;2;3;3;4;3;4;3;3;3;3;4;4;3;3;4;4;4;4;2
106;2;Normalista;4;2;6;6;6;6;2;6;6;1;6;4;4;6;3;3;2;6;6;3;3;6;6;6;6;2;2;2;3;2;2;6;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;6;6;6;6;3
107;2;Normalista;2;2;1;2;2;2;2;3;2;1;1;1;1;3;3;2;1;4;2;2;3;3;2;2;1;1;3;2;3;3;3;2;3;3;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;3
108;2;Normalista;3;1;2;1;1;1;1;1;2;1;1;1;2;2;3;1;1;1;1;1;2;5;2;2;1;1;4;4;1;2;4;3;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;3
109;2;Normalista;6;6;6;6;6;6;6;6;6;1;6;6;5;5;3;5;6;3;6;6;5;2;6;6;6;6;2;5;6;2;1;1;5;6;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;6;6;6;6;3
110;2;Normalista;6;4;5;4;6;6;6;5;4;1;6;5;3;5;4;3;6;3;6;6;1;3;5;5;5;6;1;3;3;2;1;4;6;4;3;3;4;4;4;4;4;4;2;3;4;4;4;5;5;5;5;5;5;3
111;2;Normalista;1;5;6;6;4;6;2;6;5;1;4;4;2;2;2;5;3;2;6;2;4;4;6;6;5;6;2;2;3;1;1;6;3;1;4;3;4;3;4;4;4;4;3;3;3;3;3;5;5;6;6;6;6;3
112;2;Normalista;2;5;6;6;5;6;5;4;5;1;4;6;5;6;2;4;6;4;6;6;5;1;4;6;3;5;3;6;2;2;3;3;6;6;3;4;4;2;4;4;4;3;3;2;3;3;4;4;6;3;6;6;6;2
113;2;Normalista;6;6;6;6;6;6;6;6;6;1;6;6;6;5;3;4;6;5;6;6;5;3;6;5;6;6;5;3;3;3;2;4;6;4;2;3;4;4;3;3;4;3;3;4;4;4;4;6;6;6;6;6;6;3
114;2;Normalista;4;4;4;4;4;4;4;5;5;1;4;4;3;4;3;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;2;2;2;2;3;3;2;2;2;4;4;4;1
115;2;Normalista;4;3;5;6;6;5;4;6;6;1;6;6;4;3;6;5;6;6;5;6;2;4;6;4;2;6;4;2;6;3;1;4;3;4;4;4;4;4;3;4;4;4;3;3;4;4;4;5;5;4;6;6;6;3
116;2;Normalista;5;6;4;1;3;4;4;4;6;1;5;5;3;4;2;4;4;5;5;6;3;4;4;4;6;4;3;4;4;4;2;5;5;2;3;3;4;4;4;4;4;4;4;4;4;4;4;6;5;6;6;6;6;3
117;2;Normalista;5;6;6;5;4;4;4;5;5;1;6;5;5;5;4;4;5;4;4;4;3;3;4;3;4;4;4;4;4;3;3;4;3;3;3;4;4;4;4;3;4;3;3;3;4;4;4;5;4;4;5;5;6;3
118;2;Normalista;5;5;4;3;5;4;4;5;5;1;5;5;4;6;2;3;4;3;5;5;4;5;5;4;5;4;4;3;4;3;3;3;4;2;4;3;4;3;4;4;4;3;4;3;4;4;4;6;5;5;6;5;6;3
119;2;Normalista;5;5;6;4;6;5;3;3;4;1;5;5;3;4;3;5;4;3;6;5;3;3;4;4;5;4;2;3;3;3;2;4;6;5;2;2;3;3;4;4;4;3;2;3;3;4;3;5;5;5;4;4;4;2
120;2;Normalista;5;6;6;6;6;6;6;6;6;1;6;6;5;6;4;4;6;6;6;6;6;6;6;5;5;5;4;4;6;4;4;6;6;6;4;4;4;4;4;4;4;4;4;4;4;4;4;6;5;5;5;4;5;2
121;2;Normalista;5;6;5;4;6;6;6;5;4;1;5;5;3;4;2;4;3;4;6;6;4;4;5;5;6;6;4;4;5;3;2;5;5;5;3;2;2;2;3;3;3;3;2;2;2;2;3;5;5;5;5;5;5;2
122;2;Normalista;2;3;1;4;2;2;1;3;4;1;1;1;5;2;3;6;6;2;3;1;1;6;1;3;1;1;2;4;3;4;6;1;1;3;3;2;1;1;1;1;1;2;1;1;1;1;1;2;3;1;1;2;2;2
123;2;Normalista;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;5;2;2;2;2;4;2;3;2;4;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;3
124;2;Normalista;6;6;6;6;6;6;5;6;6;1;6;6;6;5;6;5;5;6;5;5;6;5;5;5;6;6;6;6;6;5;6;6;5;5;4;4;4;4;4;4;4;3;3;4;4;4;4;6;5;6;6;6;6;4
125;2;Normalista;6;6;5;4;6;5;6;6;5;1;5;6;6;5;6;5;5;4;4;5;5;6;6;6;5;6;5;5;5;6;5;6;5;5;4;4;3;4;4;4;3;4;4;4;4;4;3;6;6;5;6;5;6;4
126;2;Normalista;2;3;2;1;2;2;2;1;3;1;2;1;2;2;4;3;2;3;1;1;3;3;2;2;1;2;5;4;4;6;6;1;4;5;1;1;2;2;2;1;1;2;2;3;1;2;2;2;3;1;2;1;1;2
127;2;Normalista;4;4;3;4;6;5;5;3;5;1;6;4;4;5;2;6;4;5;3;4;3;2;5;4;6;6;2;5;4;4;2;4;5;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;5;5;5;2
128;2;Normalista;6;6;4;6;6;6;6;1;6;1;5;6;1;6;1;6;1;1;6;6;6;6;6;6;6;6;1;3;6;1;1;3;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;3
129;2;Normalista;6;5;5;4;5;5;4;1;6;1;6;6;3;6;2;4;4;4;5;5;4;3;4;2;2;3;3;5;4;2;1;1;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;3
130;2;Normalista;2;3;4;5;6;2;3;4;5;1;6;5;4;4;4;4;4;4;3;4;3;4;3;4;4;4;2;4;4;2;1;4;3;1;3;3;4;3;4;3;3;2;4;3;3;3;3;4;3;4;3;3;4;2
131;2;Normalista;2;2;3;2;2;3;2;4;4;1;3;2;3;2;5;5;2;5;2;3;5;5;2;3;5;2;5;5;5;5;5;3;3;5;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3;2;2;1;1;3
132;2;Normalista;6;6;4;5;6;6;4;6;2;1;6;6;6;6;2;2;6;6;6;6;1;2;6;6;2;4;2;3;4;2;3;4;4;5;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;6;6;6;6;4
133;2;Normalista;6;1;2;1;3;6;6;6;6;1;6;6;3;1;4;1;6;6;6;6;4;2;6;4;6;6;1;3;1;1;1;6;5;1;2;2;4;4;4;1;4;4;3;4;4;4;4;3;3;6;6;6;6;2
134;2;Normalista;5;3;4;4;6;4;6;2;6;1;5;6;4;6;1;3;5;3;6;3;5;2;5;5;2;3;1;5;3;4;1;3;5;1;2;3;2;3;3;4;4;4;2;3;3;4;3;3;6;4;4;5;5;2
135;2;Normalista;1;1;5;1;3;3;3;4;2;1;1;1;2;2;3;3;5;5;2;2;2;2;2;5;5;2;5;4;4;6;4;3;3;6;1;1;1;1;1;1;1;2;1;1;1;1;1;2;3;3;3;3;3;2
136;2;Normalista;1;4;4;5;3;4;4;5;6;1;6;5;3;2;3;3;4;5;5;5;4;4;5;5;6;6;2;3;2;1;1;4;4;1;3;4;4;4;4;3;3;3;2;3;4;4;3;6;6;6;5;6;6;3
137;2;Normalista;6;5;4;5;4;5;6;5;5;1;5;4;5;4;3;3;6;3;5;5;5;3;4;5;5;5;2;4;3;2;3;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;5;4;5;5;6;6;3
138;2;Normalista;6;2;6;6;6;6;6;6;6;1;6;6;6;6;2;6;6;2;6;6;2;6;2;4;6;5;2;6;6;6;3;6;6;2;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;4
139;2;Normalista;5;2;5;5;6;6;6;5;5;1;5;5;2;6;2;2;6;2;6;5;4;6;6;6;6;6;2;1;1;1;1;4;4;1;4;4;4;3;4;4;4;3;4;4;4;4;4;5;5;6;6;6;6;3
140;2;Normalista;1;1;2;2;1;1;2;2;2;1;1;1;3;2;4;4;2;5;1;1;1;2;2;3;1;1;4;3;3;5;5;5;3;4;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;1;3
141;2;Normalista;4;6;5;1;5;5;5;5;5;1;1;5;5;6;4;5;4;5;5;4;5;5;5;5;5;5;2;3;4;4;3;5;5;5;3;4;4;4;4;3;4;4;3;4;4;3;4;5;5;5;5;5;5;3
142;2;Normalista;2;1;1;2;1;2;1;2;3;1;2;2;3;2;4;4;3;4;1;1;4;4;2;1;1;1;5;5;5;6;6;6;3;6;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;3
143;2;Normalista;6;5;5;5;4;4;5;6;4;1;5;5;4;5;3;3;4;4;3;4;4;4;3;4;4;5;3;4;4;5;4;5;5;5;3;4;3;3;4;4;3;4;3;3;4;3;3;5;4;5;5;4;4;4
144;2;Normalista;3;3;2;1;3;3;2;2;2;1;2;2;3;3;4;4;3;4;2;3;4;4;2;2;1;1;4;4;4;4;5;3;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2
145;2;Normalista;4;6;6;6;6;5;6;6;6;1;6;6;5;6;2;2;2;3;5;5;5;6;6;6;6;6;2;1;1;2;1;3;6;1;4;4;4;4;4;4;4;4;4;4;4;4;1;6;4;6;1;1;1;3
146;2;Normalista;5;6;5;4;6;5;6;5;5;1;5;5;5;5;2;3;6;5;6;5;5;2;6;5;4;4;3;4;3;3;1;4;5;4;3;3;3;2;4;3;3;2;4;4;4;4;4;5;5;5;5;5;5;3
147;2;Normalista;4;5;5;5;4;6;6;4;6;1;5;5;4;5;3;2;5;5;5;6;6;3;5;5;5;5;5;4;4;5;4;4;6;2;4;4;3;4;3;3;3;4;4;4;3;3;3;5;4;3;4;5;5;3
148;2;Normalista;6;6;6;5;6;6;6;5;5;1;5;5;6;6;1;5;5;1;6;6;3;5;6;6;1;6;2;2;1;1;1;3;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;3
149;2;Normalista;5;4;5;4;6;4;4;5;1;1;4;5;5;5;3;3;5;3;5;5;4;4;4;5;5;5;4;4;4;3;3;4;5;4;3;3;3;2;3;3;3;3;2;3;3;3;2;5;5;5;4;4;4;3
150;2;Normalista;6;6;6;6;6;6;6;6;6;1;6;6;1;6;3;6;6;4;6;6;6;1;6;6;6;6;1;6;6;1;1;6;4;4;3;3;4;3;4;3;3;3;3;4;4;4;4;5;5;6;5;5;5;3
151;2;Normalista;1;1;4;5;1;2;1;1;1;1;1;1;1;2;6;5;2;5;2;2;4;6;5;3;3;2;2;6;1;6;6;6;5;6;1;1;1;1;1;1;1;2;1;1;1;1;1;3;3;3;6;6;5;3
152;2;Normalista;5;6;4;6;4;4;5;6;5;1;6;6;3;5;4;6;4;6;5;6;4;2;4;5;6;6;2;2;2;2;2;3;3;2;2;2;4;4;4;4;4;3;4;4;4;4;4;4;3;2;5;5;6;2
153;2;Normalista;6;5;5;6;6;6;5;6;6;1;5;6;4;4;2;4;5;5;6;6;4;4;3;3;6;6;3;2;4;4;4;4;5;4;4;4;3;3;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;4
154;2;Normalista;5;5;5;5;5;5;5;5;5;1;5;5;4;5;4;1;5;5;5;5;5;5;5;5;5;5;2;3;4;5;2;2;5;3;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;6;5;5;5;4
155;2;Normalista;5;5;5;5;5;5;5;5;5;1;5;5;4;5;4;4;5;4;4;5;4;2;5;4;5;5;5;4;4;4;3;5;5;5;4;4;4;4;4;4;4;3;3;4;4;3;3;5;5;5;5;5;5;3
156;2;Normalista;5;6;5;6;5;6;4;4;4;1;6;6;3;4;1;6;6;3;6;3;4;1;6;4;6;6;1;4;6;1;1;6;3;1;4;4;4;4;3;4;4;4;4;4;4;4;4;4;6;6;6;6;6;3
157;2;Normalista;5;5;5;5;5;5;6;5;3;1;5;5;4;4;2;3;6;3;6;6;5;1;6;4;5;5;3;3;2;2;2;3;4;3;3;4;3;4;3;4;4;4;3;4;4;4;3;4;4;5;5;5;5;3
158;2;Normalista;2;1;2;2;3;2;6;5;4;1;2;3;1;3;6;5;3;5;1;1;4;5;2;2;2;2;5;3;5;6;6;3;2;6;2;1;2;2;1;1;2;2;2;2;1;1;1;2;3;1;2;3;3;3
159;2;Normalista;5;6;5;4;4;4;4;5;4;1;5;6;6;5;5;5;4;5;5;5;5;5;3;3;4;5;2;4;3;2;2;6;6;2;3;3;4;4;3;3;3;3;2;4;2;4;1;5;6;5;5;6;6;3
160;2;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
161;2;Normalista;3;2;3;2;3;2;3;3;3;1;1;1;2;1;5;4;1;3;2;2;3;4;2;4;1;1;6;3;4;2;6;5;1;5;1;2;1;1;3;1;1;2;3;1;1;1;2;2;3;3;3;3;3;2
162;2;Normalista;6;5;5;5;4;5;4;1;4;1;6;6;4;4;2;3;5;4;5;6;6;3;5;6;6;6;5;4;4;5;3;4;5;5;3;3;3;3;4;4;4;4;4;4;4;4;4;6;5;5;5;5;5;3
163;2;Normalista;3;5;6;6;4;5;5;6;5;1;6;6;3;1;1;5;5;4;6;6;3;4;5;4;6;6;3;1;1;1;1;5;3;1;4;4;4;4;3;4;4;3;2;2;3;4;4;6;6;6;6;6;6;4
164;2;Normalista;5;4;6;5;6;5;6;6;5;1;5;6;3;5;2;3;4;2;5;5;4;2;5;5;4;4;2;3;3;6;1;5;4;1;2;2;2;3;2;2;2;2;2;2;2;2;2;3;5;4;1;5;5;1
165;2;Normalista;6;6;6;6;5;6;6;4;6;1;6;6;1;1;1;1;6;1;6;6;1;1;6;6;3;6;1;1;4;1;1;1;1;1;4;4;4;4;4;1;3;3;3;3;3;3;3;5;1;3;5;6;6;4
166;2;Normalista;5;5;6;4;6;6;4;1;4;1;6;6;2;2;2;3;3;2;6;5;3;2;6;5;3;6;2;5;5;2;2;5;6;3;1;3;2;3;3;2;2;2;1;1;2;2;2;2;2;4;4;4;4;1
167;3;Normalista;4;4;4;3;3;4;3;3;4;1;4;3;3;1;4;4;4;3;4;4;3;4;3;3;4;4;3;4;4;3;3;3;3;3;4;4;4;3;3;4;4;3;3;3;3;3;3;4;4;4;5;5;5;4
168;3;Normalista;1;2;4;4;5;5;5;5;5;1;5;5;2;3;2;2;4;3;6;4;4;4;5;4;4;4;2;2;3;3;1;4;5;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;1
169;3;Normalista;1;2;2;1;1;2;1;2;1;1;1;1;2;2;4;1;4;5;1;1;3;1;1;3;1;1;4;2;1;1;6;4;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
170;3;Normalista;2;3;5;1;2;3;4;2;2;1;2;1;3;1;2;3;1;3;4;2;3;2;1;2;1;3;4;4;3;4;2;3;2;3;1;1;2;1;1;2;1;2;2;2;3;2;1;2;2;1;2;1;1;4
171;3;Normalista;2;1;1;1;1;2;3;3;3;1;1;2;3;2;3;2;2;3;2;1;2;4;3;1;4;3;2;3;3;3;4;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;4
172;3;Normalista;5;4;4;4;4;5;4;6;6;1;6;6;2;6;3;3;4;4;5;6;1;5;5;6;6;6;4;6;6;4;5;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;6;4;5;5;5;5;2
173;3;Normalista;4;5;5;6;6;6;5;6;6;1;2;3;4;6;5;6;5;5;5;5;1;6;6;6;6;4;1;1;5;5;1;3;3;3;4;3;3;3;3;4;3;3;2;3;4;4;4;5;3;3;5;5;6;3
174;3;Normalista;6;5;4;4;6;6;6;6;5;1;6;6;5;6;1;4;5;4;6;6;4;2;2;4;6;5;3;3;5;1;1;6;5;2;3;3;3;2;1;2;3;4;1;2;2;3;2;5;5;5;6;6;6;4
175;3;Normalista;4;4;6;5;5;5;3;6;5;1;4;6;4;6;5;4;6;6;6;6;6;4;6;5;6;6;4;5;6;3;2;4;3;4;4;4;4;3;2;3;4;4;3;3;3;4;4;6;4;5;6;6;6;4
176;3;Normalista;5;3;6;5;6;5;5;6;5;1;6;6;3;3;2;1;6;2;6;5;5;2;5;5;5;5;2;3;2;1;1;6;4;2;3;4;4;3;4;4;4;4;4;4;3;4;4;5;5;5;6;6;6;3
177;3;Normalista;1;2;4;4;1;1;5;5;4;1;1;1;1;1;5;5;1;1;2;1;1;5;1;5;5;3;5;1;1;3;4;1;5;5;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1
178;3;Normalista;4;6;6;5;6;4;5;5;4;1;6;4;6;5;3;3;5;3;6;2;5;5;4;3;6;6;2;3;6;3;1;5;6;6;3;4;4;4;2;3;4;4;2;3;4;4;4;4;3;5;6;6;6;3
179;3;Normalista;5;3;3;4;5;4;4;5;4;1;5;4;4;5;4;3;5;3;5;4;4;3;4;4;5;5;2;3;4;2;2;4;4;3;3;3;4;3;3;3;4;3;4;4;3;4;4;4;4;4;1;5;6;4
180;3;Normalista;1;3;1;2;3;1;3;1;2;1;2;2;6;6;5;4;5;3;1;4;5;3;4;4;2;1;3;4;4;5;4;3;6;3;3;3;3;2;4;2;3;3;2;2;4;2;3;4;4;1;4;5;6;4
181;3;Normalista;1;1;1;1;2;3;1;1;3;1;2;1;3;2;5;5;1;4;2;3;3;3;2;4;5;3;5;6;4;6;6;2;5;6;2;2;2;4;2;3;2;1;4;2;2;2;3;1;4;3;2;1;1;2
182;3;Normalista;5;6;4;5;4;5;5;2;6;1;6;5;5;5;1;2;5;1;6;6;5;1;6;5;2;2;1;1;4;4;1;6;6;1;4;4;4;3;4;4;4;4;2;4;4;4;4;6;6;6;5;6;6;4
183;3;Normalista;5;4;6;6;6;4;6;5;6;1;6;6;3;5;4;1;6;2;5;4;5;2;6;5;2;4;2;2;2;2;6;1;6;1;4;4;4;4;4;4;3;4;3;4;4;4;4;6;6;6;6;6;6;4
184;3;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
185;3;Normalista;4;2;3;6;5;4;5;6;4;1;3;4;1;3;4;1;4;2;5;6;3;1;5;4;3;6;1;2;1;1;3;6;4;2;4;3;4;4;3;3;4;3;4;4;4;4;3;5;6;4;5;6;6;3
186;3;Normalista;6;6;6;6;6;6;6;4;6;1;5;5;5;5;1;3;5;3;6;4;4;2;3;4;4;4;1;3;3;1;1;3;5;3;4;4;4;3;3;4;3;2;3;4;4;4;4;5;4;5;5;5;6;2
187;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
188;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
189;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
190;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
191;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
192;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
193;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
194;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
195;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
196;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
197;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
198;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
199;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
201;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
202;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
203;4;Normalista;5;6;4;6;5;6;5;6;6;1;6;6;5;4;3;3;5;2;6;6;1;1;4;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
204;4;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
